customer_id,segment,recency,history_segment,history,mens,womens,zip_code,newbie,channel,p_conversion_if_treated,p_conversion_if_control,predicted_uplift
60407,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
16592,Womens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
15377,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
271,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
39893,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
1237,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
40467,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
48251,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
43824,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
36413,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
36289,Womens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
35954,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
41254,Womens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
55752,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
20671,No E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
209,Womens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
45883,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
44561,Mens E-Mail,1,1) $0 - $100,29.99,1,0,Rural,1,Phone,0.030110440239511607,0.0024927905195295096,0.027617649719982096
63838,No E-Mail,1,"7) $1,000 +",1001.55,0,1,Surburban,1,Multichannel,0.033609050539539984,0.006035030208829029,0.027574020330710956
35809,No E-Mail,2,"7) $1,000 +",1170.71,0,1,Surburban,1,Web,0.032201926742993235,0.004704736405818655,0.02749719033717458
7575,No E-Mail,2,5) $500 - $750,613.42,1,1,Urban,1,Web,0.03314665643029114,0.005669911163712838,0.0274767452665783
26962,Womens E-Mail,1,"7) $1,000 +",1628.41,0,1,Urban,1,Web,0.035039520347152464,0.007572408256461985,0.027467112090690478
2473,No E-Mail,2,"7) $1,000 +",1007.24,1,1,Rural,1,Web,0.04021188206591824,0.012778104225726122,0.027433777840192117
33345,Womens E-Mail,3,"7) $1,000 +",1222.42,1,1,Urban,1,Web,0.03416539632482571,0.0067695157210655044,0.027395880603760206
39919,Womens E-Mail,6,"7) $1,000 +",1039.2,1,1,Urban,1,Web,0.03490855429996362,0.007619244226157978,0.02728931007380564
52434,No E-Mail,6,"7) $1,000 +",1034.31,1,1,Urban,1,Web,0.03490855429996362,0.007619244226157978,0.02728931007380564
42104,Womens E-Mail,3,"7) $1,000 +",1232.96,1,1,Urban,1,Web,0.03416539632482571,0.006887031617450943,0.027278364707374766
7417,No E-Mail,1,5) $500 - $750,594.84,1,1,Urban,1,Web,0.03259246318593616,0.005339940115211973,0.027252523070724184
61660,Womens E-Mail,1,"7) $1,000 +",1367.81,0,1,Surburban,1,Web,0.03343534007419504,0.0063129805515873836,0.027122359522607657
7703,No E-Mail,1,5) $500 - $750,600.84,1,1,Urban,1,Web,0.03349848998498854,0.006443030815257802,0.02705545916973074
35831,Mens E-Mail,2,"7) $1,000 +",1029.28,1,1,Rural,1,Web,0.039780509516898634,0.012778104225726122,0.02700240529117251
25210,Womens E-Mail,1,"7) $1,000 +",1380.39,0,1,Surburban,1,Web,0.03343534007419504,0.006489451139822677,0.026945888934372362
59482,Womens E-Mail,1,"7) $1,000 +",1429.97,0,1,Surburban,1,Web,0.03377007103156751,0.0068287640349125175,0.026941306996654993
8336,No E-Mail,1,"7) $1,000 +",1435.0,0,1,Urban,1,Web,0.03449423377087014,0.007572408256461985,0.02692182551440815
33787,Mens E-Mail,1,"7) $1,000 +",1422.83,0,1,Urban,1,Web,0.03449423377087014,0.007572408256461985,0.02692182551440815
61677,Mens E-Mail,1,"7) $1,000 +",1407.9,0,1,Urban,1,Web,0.03449423377087014,0.007572408256461985,0.02692182551440815
40803,Womens E-Mail,1,"7) $1,000 +",1386.55,0,1,Urban,1,Web,0.03411600977917895,0.007196940890088123,0.02691906888909083
25855,Mens E-Mail,1,"7) $1,000 +",1390.4,0,1,Surburban,1,Web,0.03343534007419504,0.006529574596612801,0.02690576547758224
47303,No E-Mail,1,"7) $1,000 +",1514.04,0,1,Surburban,1,Web,0.03370942612295893,0.0068287640349125175,0.02688066208804641
43098,No E-Mail,1,"7) $1,000 +",1525.49,0,1,Surburban,1,Web,0.03370942612295893,0.0068287640349125175,0.02688066208804641
3874,No E-Mail,1,"7) $1,000 +",1515.42,0,1,Surburban,1,Web,0.03370942612295893,0.0068287640349125175,0.02688066208804641
11522,Womens E-Mail,1,"7) $1,000 +",1521.37,0,1,Urban,1,Web,0.03443358886226156,0.007572408256461985,0.026861180605799576
19644,Womens E-Mail,1,"7) $1,000 +",1497.78,0,1,Urban,1,Web,0.03443358886226156,0.007572408256461985,0.026861180605799576
9882,Mens E-Mail,2,"7) $1,000 +",1326.91,1,1,Surburban,1,Web,0.03296393026402917,0.006112309410201755,0.026851620853827415
40796,Womens E-Mail,4,"7) $1,000 +",1056.11,1,1,Surburban,1,Web,0.03389490118488676,0.007051797042432786,0.026843104142453972
53287,Womens E-Mail,1,1) $0 - $100,71.63,1,0,Rural,1,Phone,0.029007763296766527,0.002222162151820497,0.02678560114494603
59703,No E-Mail,1,1) $0 - $100,72.21,1,0,Rural,1,Phone,0.029007763296766527,0.002222162151820497,0.02678560114494603
3679,Womens E-Mail,1,1) $0 - $100,72.44,1,0,Rural,1,Phone,0.029007763296766527,0.002222162151820497,0.02678560114494603
3426,Mens E-Mail,4,"7) $1,000 +",1096.45,0,1,Urban,1,Web,0.03307230343048105,0.006292975028863521,0.02677932840161753
52852,No E-Mail,1,1) $0 - $100,32.89,1,0,Rural,1,Phone,0.028713941573157906,0.001948470945592043,0.026765470627565863
53957,No E-Mail,1,1) $0 - $100,75.37,1,0,Rural,1,Phone,0.028986413379864472,0.002222162151820497,0.026764251228043975
